BidID,Price,Quantity,Period,ParentBidID,AR,Location,FC,x_solution,y_solution,cleared_volume,z_solution,pi_star,delta_star,consumer_surplus,producer_surplus
1,676.125,402.2,1,1,0.6,1,60.1,1.0,1.0,402.2,1.0,63.825,0.0,246267.05999999997,0.0
2,676.125,402.2,2,1,0.6,1,60.1,1.0,1.0,402.2,1.0,190.875,0.0,195167.55,0.0
3,676.125,402.2,3,1,0.6,1,60.1,1.0,1.0,402.2,1.0,170.625,0.0,203312.1,0.0
4,676.125,402.2,4,1,0.6,1,60.1,1.0,1.0,402.2,1.0,177.975,0.0,200355.93,0.0
5,676.125,402.2,5,1,0.6,1,60.1,0.9858279462953783,1.0,396.50000000000114,1.0,676.125,0.0,0.0,0.0
6,676.125,402.2,6,1,0.6,1,60.1,1.0,1.0,402.2,1.0,637.875,0.0,15384.15,0.0
7,676.125,402.2,7,1,0.6,1,60.1,1.0,1.0,402.2,1.0,637.725,0.0,15444.47999999999,0.0
8,676.125,402.2,8,1,0.6,1,60.1,1.0,1.0,402.2,1.0,308.925,0.0,147687.84,0.0
9,225.375,80.0,9,1,0.6,1,60.1,-0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
10,676.125,322.2,9,1,0.0,1,60.1,1.0,1.0,322.2,1.0,207.225,0.0,151079.58,0.0
11,225.375,120.0,10,1,0.6,1,60.1,-0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
12,676.125,282.2,10,1,0.0,1,60.1,1.0,1.0,282.2,1.0,207.225,0.0,132323.58,0.0
13,225.375,120.0,11,1,0.6,1,60.1,-0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
14,676.125,282.2,11,1,0.0,1,60.1,1.0,1.0,282.2,1.0,207.225,0.0,132323.58,0.0
15,225.375,120.0,12,1,0.6,1,60.1,-0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
16,676.125,282.2,12,1,0.0,1,60.1,1.0,1.0,282.2,1.0,207.225,0.0,132323.58,0.0
17,225.375,120.0,13,1,0.6,1,60.1,0.0,-0.0,0.0,1.0,299.475,0,0.0,0.0
18,676.125,282.2,13,1,0.0,1,60.1,1.0,1.0,282.2,1.0,299.475,0.0,106290.62999999999,0.0
19,225.375,135.0,14,1,0.6,1,60.1,-0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
20,676.125,267.2,14,1,0.0,1,60.1,1.0,1.0,267.2,1.0,207.225,0.0,125290.07999999999,0.0
21,225.375,275.0,15,1,0.6,1,60.1,1.0,1.0,275.0,1.0,207.225,0.0,4991.250000000002,0.0
22,676.125,127.2,15,1,0.0,1,60.1,1.0,1.0,127.2,1.0,207.225,0.0,59644.08,0.0
23,225.375,386.7,16,1,0.6,1,60.1,1.0,1.0,386.7,1.0,207.225,0.0,7018.605000000002,0.0
24,676.125,15.5,16,1,0.0,1,60.1,1.0,1.0,15.5,1.0,207.225,0.0,7267.95,0.0
25,225.375,387.0,17,1,0.6,1,60.1,1.0,1.0,387.0,1.0,194.175,0.0,12074.399999999996,0.0
26,676.125,15.2,17,1,0.0,1,60.1,1.0,1.0,15.2,1.0,194.175,0.0,7325.639999999999,0.0
27,225.375,386.6,18,1,0.6,1,60.1,1.0,1.0,386.6,1.0,200.625,0.0,9568.35,0.0
28,676.125,15.6,18,1,0.0,1,60.1,1.0,1.0,15.6,1.0,200.625,0.0,7417.8,0.0
29,225.375,386.8,19,1,0.6,1,60.1,1.0,1.0,386.8,1.0,170.625,0.0,21177.3,0.0
30,676.125,15.4,19,1,0.0,1,60.1,1.0,1.0,15.4,1.0,170.625,0.0,7784.7,0.0
31,225.375,386.8,20,1,0.6,1,60.1,1.0,1.0,386.8,1.0,170.625,0.0,21177.3,0.0
32,676.125,15.4,20,1,0.0,1,60.1,1.0,1.0,15.4,1.0,170.625,0.0,7784.7,0.0
33,225.375,386.5,21,1,0.6,1,60.1,1.0,1.0,386.5,1.0,170.625,0.0,21160.875,0.0
34,676.125,15.7,21,1,0.0,1,60.1,1.0,1.0,15.7,1.0,170.625,0.0,7936.349999999999,0.0
35,225.375,386.4,22,1,0.6,1,60.1,1.0,1.0,386.4,1.0,170.625,0.0,21155.399999999998,0.0
36,676.125,15.8,22,1,0.0,1,60.1,1.0,1.0,15.8,1.0,170.625,0.0,7986.900000000001,0.0
37,225.375,386.5,23,1,0.6,1,60.1,0.0,-0.0,0.0,1.0,299.475,0,0.0,0.0
38,676.125,15.7,23,1,0.0,1,60.1,1.0,1.0,15.7,1.0,299.475,0.0,5913.405,0.0
39,225.375,387.1,24,1,0.6,1,60.1,0.0,-0.0,0.0,1.0,281.175,0,0.0,0.0
40,676.125,15.1,24,1,0.0,1,60.1,1.0,1.0,15.1,1.0,281.175,0.0,5963.745,0.0
41,676.125,-397.0,1,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,63.825,0,0.0,0.0
42,676.125,-397.0,2,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,190.875,0,0.0,0.0
43,676.125,-397.0,3,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,170.625,0,0.0,0.0
44,676.125,-397.0,4,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,177.975,0,0.0,0.0
45,676.125,-397.0,5,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,676.125,0,0.0,0.0
46,676.125,-397.0,6,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,637.875,0,0.0,0.0
47,676.125,-397.0,7,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,637.725,0,0.0,0.0
48,676.125,-397.0,8,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,308.925,0,0.0,0.0
49,22.275,-80.0,9,2,0.6,1,59.4,1.0,1.0,-80.0,1.0,207.225,0.0,0.0,0.0
50,676.125,-317.0,9,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
51,22.275,-120.0,10,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,207.225,0.0,0.0,0.0
52,676.125,-277.0,10,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
53,22.275,-120.0,11,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,207.225,0.0,0.0,0.0
54,676.125,-277.0,11,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
55,22.275,-120.0,12,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,207.225,0.0,0.0,0.0
56,676.125,-277.0,12,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
57,22.275,-120.0,13,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,299.475,0.0,0.0,0.0
58,676.125,-277.0,13,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,299.475,0,0.0,0.0
59,22.275,-160.0,14,2,0.6,1,59.4,1.0,1.0,-160.0,1.0,207.225,0.0,0.0,0.0
60,676.125,-237.0,14,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
61,22.275,-330.0,15,2,0.6,1,59.4,1.0,1.0,-330.0,1.0,207.225,0.0,0.0,0.0
62,676.125,-67.0,15,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
63,22.275,-385.7,16,2,0.6,1,59.4,1.0,1.0,-385.7,1.0,207.225,0.0,0.0,0.0
64,676.125,-11.3,16,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0,0.0,0.0
65,22.275,-386.0,17,2,0.6,1,59.4,1.0,1.0,-386.0,1.0,194.175,0.0,0.0,0.0
66,676.125,-11.0,17,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,194.175,0,0.0,0.0
67,22.275,-385.6,18,2,0.6,1,59.4,1.0,1.0,-385.6,1.0,200.625,0.0,0.0,0.0
68,676.125,-11.4,18,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,200.625,0,0.0,0.0
69,22.275,-385.7,19,2,0.6,1,59.4,1.0,1.0,-385.7,1.0,170.625,0.0,0.0,0.0
70,676.125,-11.3,19,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,170.625,0,0.0,0.0
71,22.275,-385.8,20,2,0.6,1,59.4,1.0,1.0,-385.8,1.0,170.625,0.0,0.0,0.0
72,676.125,-11.2,20,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,170.625,0,0.0,0.0
73,22.275,-385.4,21,2,0.6,1,59.4,1.0,1.0,-385.4,1.0,170.625,0.0,0.0,0.0
74,676.125,-11.6,21,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,170.625,0,0.0,0.0
75,22.275,-385.4,22,2,0.6,1,59.4,1.0,1.0,-385.4,1.0,170.625,0.0,0.0,0.0
76,676.125,-11.6,22,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,170.625,0,0.0,0.0
77,22.275,-385.5,23,2,0.6,1,59.4,1.0,1.0,-385.5,1.0,299.475,0.0,0.0,0.0
78,676.125,-11.5,23,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,299.475,0,0.0,0.0
79,22.275,-386.1,24,2,0.6,1,59.4,1.0,1.0,-386.1,1.0,281.175,0.0,0.0,0.0
80,676.125,-10.9,24,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,281.175,0,0.0,0.0
81,48.075,760.4,1,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,63.825,0,0.0,0.0
82,48.075,760.4,2,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,190.875,0,0.0,0.0
83,48.075,760.5,3,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,170.625,0,0.0,0.0
84,48.075,761.6,4,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,177.975,0,0.0,0.0
85,48.075,760.8,5,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,676.125,0,0.0,0.0
86,48.075,758.6,6,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,637.875,0,0.0,0.0
87,48.075,757.4,7,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,637.725,0,0.0,0.0
88,373.125,50.0,8,3,0.6,1,99.5,1.0,1.0,50.0,1.0,308.925,0.0,3209.9999999999995,0.0
89,373.125,550.0,8,3,0.0,1,99.5,1.0,1.0,550.0,1.0,308.925,0.0,35309.99999999999,0.0
90,373.125,155.6,8,3,0.0,1,99.5,1.0,1.0,155.6,1.0,308.925,0.0,9989.519999999999,0.0
91,373.125,300.0,9,3,0.6,1,99.5,1.0,1.0,300.0,1.0,207.225,0.0,49770.0,0.0
92,373.125,300.0,9,3,0.0,1,99.5,1.0,1.0,300.0,1.0,207.225,0.0,49770.0,0.0
93,373.125,153.0,9,3,0.0,1,99.5,1.0,1.0,153.0,1.0,207.225,0.0,25382.7,0.0
94,373.125,600.0,10,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,99540.0,0.0
95,373.125,151.8,10,3,0.0,1,99.5,1.0,1.0,151.8,1.0,207.225,0.0,25183.620000000003,0.0
96,373.125,600.0,11,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,99540.0,0.0
97,373.125,150.3,11,3,0.0,1,99.5,1.0,1.0,150.3,1.0,207.225,0.0,24934.770000000004,0.0
98,373.125,600.0,12,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,99540.0,0.0
99,373.125,149.5,12,3,0.0,1,99.5,1.0,1.0,149.5,1.0,207.225,0.0,24802.05,0.0
100,373.125,600.0,13,3,0.6,1,99.5,1.0,1.0,600.0,1.0,299.475,0.0,44189.999999999985,0.0
101,373.125,148.1,13,3,0.0,1,99.5,1.0,1.0,148.1,1.0,299.475,0.0,10907.564999999997,0.0
102,373.125,600.0,14,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,99540.0,0.0
103,373.125,145.7,14,3,0.0,1,99.5,1.0,1.0,145.7,1.0,207.225,0.0,24171.629999999997,0.0
104,373.125,600.0,15,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,99540.0,0.0
105,373.125,146.4,15,3,0.0,1,99.5,1.0,1.0,146.4,1.0,207.225,0.0,24287.760000000002,0.0
106,373.125,600.0,16,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,99540.0,0.0
107,373.125,148.6,16,3,0.0,1,99.5,1.0,1.0,148.6,1.0,207.225,0.0,24652.74,0.0
108,373.125,600.0,17,3,0.6,1,99.5,1.0,1.0,600.0,1.0,194.175,0.0,107370.0,0.0
109,373.125,149.2,17,3,0.0,1,99.5,1.0,1.0,149.2,1.0,194.175,0.0,26699.339999999997,0.0
110,373.125,600.0,18,3,0.6,1,99.5,1.0,1.0,600.0,1.0,200.625,0.0,103500.0,0.0
111,373.125,151.3,18,3,0.0,1,99.5,1.0,1.0,151.3,1.0,200.625,0.0,26099.250000000004,0.0
112,373.125,600.0,19,3,0.6,1,99.5,1.0,1.0,600.0,1.0,170.625,0.0,121500.0,0.0
113,373.125,154.1,19,3,0.0,1,99.5,1.0,1.0,154.1,1.0,170.625,0.0,31205.25,0.0
114,373.125,600.0,20,3,0.6,1,99.5,1.0,1.0,600.0,1.0,170.625,0.0,121500.0,0.0
115,373.125,154.2,20,3,0.0,1,99.5,1.0,1.0,154.2,1.0,170.625,0.0,31225.499999999996,0.0
116,373.125,600.0,21,3,0.6,1,99.5,1.0,1.0,600.0,1.0,170.625,0.0,121500.0,0.0
117,373.125,155.4,21,3,0.0,1,99.5,1.0,1.0,155.4,1.0,170.625,0.0,31468.5,0.0
118,373.125,600.0,22,3,0.6,1,99.5,1.0,1.0,600.0,1.0,170.625,0.0,121500.0,0.0
119,373.125,156.2,22,3,0.0,1,99.5,1.0,1.0,156.2,1.0,170.625,0.0,31630.499999999996,0.0
120,373.125,150.0,23,3,0.6,1,99.5,1.0,1.0,150.0,1.0,299.475,0.0,11047.499999999996,0.0
121,373.125,450.0,23,3,0.0,1,99.5,1.0,1.0,450.0,1.0,299.475,0.0,33142.49999999999,0.0
122,373.125,157.2,23,3,0.0,1,99.5,1.0,1.0,157.2,1.0,299.475,0.0,11577.779999999995,0.0
123,373.125,150.0,24,3,0.6,1,99.5,1.0,1.0,150.0,1.0,281.175,0.0,13792.499999999998,0.0
124,373.125,450.0,24,3,0.0,1,99.5,1.0,1.0,450.0,1.0,281.175,0.0,41377.49999999999,0.0
125,373.125,158.7,24,3,0.0,1,99.5,1.0,1.0,158.7,1.0,281.175,0.0,14592.464999999997,0.0
126,676.125,-797.8,1,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,63.825,0,0.0,0.0
127,676.125,-797.8,2,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,190.875,0,0.0,0.0
128,676.125,-797.8,3,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,170.625,0,0.0,0.0
129,676.125,-797.8,4,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,177.975,0,0.0,0.0
130,676.125,-797.8,5,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,676.125,0,0.0,0.0
131,676.125,-797.8,6,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,637.875,0,0.0,0.0
132,35.025,-40.0,7,4,0.6,1,94.0,1.0,1.0,-40.0,1.0,637.725,0.0,0.0,0.0
133,48.075,-757.8,7,4,0.0,1,94.0,1.0,1.0,-757.8,1.0,637.725,0.0,0.0,0.0
134,35.025,-60.0,8,4,0.6,1,94.0,1.0,1.0,-60.0,1.0,308.925,0.0,0.0,0.0
135,48.075,-737.8,8,4,0.0,1,94.0,1.0,1.0,-737.8,1.0,308.925,0.0,0.0,0.0
136,35.025,-100.0,9,4,0.6,1,94.0,1.0,1.0,-100.0,1.0,207.225,0.0,0.0,0.0
137,48.075,-697.8,9,4,0.0,1,94.0,1.0,1.0,-697.8,1.0,207.225,0.0,0.0,0.0
138,35.025,-180.0,10,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,0.0,0.0
139,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
140,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
141,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
142,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
143,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
144,45.0,-112.0,10,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
145,46.005,-112.0,10,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
146,50.625,-112.0,10,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
147,52.005,-111.8,10,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,0.0,0.0
148,35.025,-180.0,11,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,0.0,0.0
149,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
150,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
151,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
152,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
153,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
154,45.0,-112.0,11,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
155,46.005,-112.0,11,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
156,50.625,-112.0,11,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
157,52.005,-111.8,11,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,0.0,0.0
158,35.025,-180.0,12,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,0.0,0.0
159,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
160,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
161,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
162,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
163,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
164,45.0,-112.0,12,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
165,46.005,-112.0,12,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
166,50.625,-112.0,12,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
167,52.005,-111.8,12,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,0.0,0.0
168,35.025,-180.0,13,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,299.475,0.0,0.0,0.0
169,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,299.475,0.0,0.0,0.0
170,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,299.475,0.0,0.0,0.0
171,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,299.475,0.0,0.0,0.0
172,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,299.475,0.0,0.0,0.0
173,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,299.475,0.0,0.0,0.0
174,45.0,-112.0,13,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,299.475,0.0,0.0,0.0
175,46.005,-112.0,13,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,299.475,0.0,0.0,0.0
176,50.625,-112.0,13,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,299.475,0.0,0.0,0.0
177,52.005,-111.8,13,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,299.475,0.0,0.0,0.0
178,35.025,-180.0,14,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,0.0,0.0
179,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
180,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
181,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
182,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
183,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
184,45.0,-112.0,14,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
185,46.005,-112.0,14,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
186,50.625,-112.0,14,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
187,52.005,-111.8,14,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,0.0,0.0
188,35.025,-180.0,15,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,0.0,0.0
189,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
190,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
191,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
192,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
193,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
194,45.0,-112.0,15,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
195,46.005,-112.0,15,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
196,50.625,-112.0,15,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
197,52.005,-111.8,15,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,0.0,0.0
198,35.025,-180.0,16,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,0.0,0.0
199,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
200,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
201,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
202,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
203,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,0.0,0.0
204,45.0,-112.0,16,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
205,46.005,-112.0,16,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
206,50.625,-112.0,16,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,0.0,0.0
207,52.005,-111.8,16,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,0.0,0.0
208,35.025,-180.0,17,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,194.175,0.0,0.0,0.0
209,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,194.175,0.0,0.0,0.0
210,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,194.175,0.0,0.0,0.0
211,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,194.175,0.0,0.0,0.0
212,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,194.175,0.0,0.0,0.0
213,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,194.175,0.0,0.0,0.0
214,45.0,-112.0,17,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,194.175,0.0,0.0,0.0
215,46.005,-112.0,17,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,194.175,0.0,0.0,0.0
216,50.625,-112.0,17,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,194.175,0.0,0.0,0.0
217,52.005,-111.8,17,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,194.175,0.0,0.0,0.0
218,35.025,-180.0,18,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,200.625,0.0,0.0,0.0
219,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,0.0,0.0
220,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,0.0,0.0
221,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,0.0,0.0
222,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,0.0,0.0
223,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,0.0,0.0
224,45.0,-112.0,18,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,200.625,0.0,0.0,0.0
225,46.005,-112.0,18,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,200.625,0.0,0.0,0.0
226,50.625,-112.0,18,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,200.625,0.0,0.0,0.0
227,52.005,-111.8,18,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,200.625,0.0,0.0,0.0
228,35.025,-180.0,19,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,170.625,0.0,0.0,0.0
229,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,170.625,0.0,0.0,0.0
230,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,170.625,0.0,0.0,0.0
231,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,170.625,0.0,0.0,0.0
232,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,170.625,0.0,0.0,0.0
233,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,170.625,0.0,0.0,0.0
234,45.0,-112.0,19,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,170.625,0.0,0.0,0.0
235,46.005,-112.0,19,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,170.625,0.0,0.0,0.0
236,50.625,-112.0,19,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,170.625,0.0,0.0,0.0
237,52.005,-111.8,19,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,170.625,0.0,0.0,0.0
238,35.025,-180.0,20,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,170.625,0.0,0.0,0.0
239,35.025,-34.0,20,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,170.625,0.0,0.0,0.0
240,35.025,-34.0,20,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,170.625,0.0,0.0,0.0
