BidID,Price,Quantity,Period,ParentBidID,AR,Location,FC,x_solution,y_solution,cleared_volume,z_solution,pi_star,delta_star,payment,surplus
1,676.125,402.2,1,1,0.6,1,60.1,1.0,1.0,402.2,1.0,151.875,0.0,61084.125,210853.35
2,676.125,402.2,2,1,0.6,1,60.1,1.0,1.0,402.2,1.0,170.625,0.0,68625.375,203312.1
3,676.125,402.2,3,1,0.6,1,60.1,1.0,1.0,402.2,1.0,170.625,0.0,68625.375,203312.1
4,676.125,402.2,4,1,0.6,1,60.1,1.0,1.0,402.2,1.0,190.875,0.0,76769.925,195167.55
5,676.125,402.2,5,1,0.6,1,60.1,1.0,1.0,402.2,1.0,676.125,0.0,271937.475,0.0
6,676.125,402.2,6,1,0.6,1,60.1,1.0,1.0,402.2,1.0,637.875,0.0,256553.32499999998,15384.15
7,676.125,402.2,7,1,0.6,1,60.1,1.0,1.0,402.2,1.0,583.875,0.0,234834.525,37102.95
8,676.125,402.2,8,1,0.6,1,60.1,1.0,1.0,402.2,1.0,308.925,0.0,124249.635,147687.84
9,225.375,80.0,9,1,0.6,1,60.1,0.0,-0.0,0.0,1.0,225.37500000000003,1452.0000000000005,0.0,0.0
10,676.125,322.2,9,1,0.0,1,60.1,1.0,1.0,322.2,1.0,225.37500000000003,0.0,72615.82500000001,145231.65
11,225.375,120.0,10,1,0.6,1,60.1,0.052500000000004356,0.052500000000004356,6.300000000000523,1.0,225.375,2178.000000000001,1305.5175000001082,0.0
12,676.125,282.2,10,1,0.0,1,60.1,1.0,1.0,282.2,1.0,225.375,0.0,63600.825,127201.65
13,225.375,120.0,11,1,0.6,1,60.1,0.0674999999999983,0.0674999999999983,8.099999999999795,1.0,225.375,2178.000000000001,1678.5224999999577,0.0
14,676.125,282.2,11,1,0.0,1,60.1,1.0,1.0,282.2,1.0,225.375,0.0,63600.825,127201.65
15,225.375,120.0,12,1,0.6,1,60.1,0.034166666666664965,0.03416666666666496,4.099999999999795,1.0,225.375,2178.000000000001,849.6224999999577,0.0
16,676.125,282.2,12,1,0.0,1,60.1,1.0,1.0,282.2,1.0,225.375,0.0,63600.825,127201.65
17,225.375,120.0,13,1,0.6,1,60.1,0.0,-0.0,0.0,1.0,281.175,0.0,0.0,0.0
18,676.125,282.2,13,1,0.0,1,60.1,1.0,1.0,282.2,1.0,281.175,0.0,79347.585,111454.89
19,225.375,135.0,14,1,0.6,1,60.1,0.378518518518517,0.37851851851851703,51.099999999999795,1.0,225.375,2450.250000000001,10589.197499999957,0.0
20,676.125,267.2,14,1,0.0,1,60.1,1.0,1.0,267.2,1.0,225.375,0.0,60220.2,120440.4
21,225.375,275.0,15,1,0.6,1,60.1,1.0,1.0,275.0,1.0,207.225,0.0,56986.875,4991.250000000002
22,676.125,127.2,15,1,0.0,1,60.1,1.0,1.0,127.2,1.0,207.225,0.0,26359.02,59644.08
23,225.375,386.7,16,1,0.6,1,60.1,1.0,1.0,386.7,1.0,207.225,0.0,80133.9075,7018.605000000002
24,676.125,15.5,16,1,0.0,1,60.1,1.0,1.0,15.5,1.0,207.225,0.0,3211.9874999999997,7267.95
25,225.375,387.0,17,1,0.6,1,60.1,1.0,1.0,387.0,1.0,207.225,0.0,80196.075,7024.050000000002
26,676.125,15.2,17,1,0.0,1,60.1,1.0,1.0,15.2,1.0,207.225,0.0,3149.8199999999997,7127.28
27,225.375,386.6,18,1,0.6,1,60.1,1.0,1.0,386.6,1.0,200.625,0.0,77561.625,9568.35
28,676.125,15.6,18,1,0.0,1,60.1,1.0,1.0,15.6,1.0,200.625,0.0,3129.75,7417.8
29,225.375,386.8,19,1,0.6,1,60.1,1.0,1.0,386.8,1.0,190.875,0.0,73830.45,13344.6
30,676.125,15.4,19,1,0.0,1,60.1,1.0,1.0,15.4,1.0,190.875,0.0,2939.475,7472.85
31,225.375,386.8,20,1,0.6,1,60.1,1.0,1.0,386.8,1.0,190.875,0.0,73830.45,13344.6
32,676.125,15.4,20,1,0.0,1,60.1,1.0,1.0,15.4,1.0,190.875,0.0,2939.475,7472.85
33,225.375,386.5,21,1,0.6,1,60.1,1.0,1.0,386.5,1.0,190.875,0.0,73773.1875,13334.25
34,676.125,15.7,21,1,0.0,1,60.1,1.0,1.0,15.7,1.0,190.875,0.0,2996.7374999999997,7618.424999999999
35,225.375,386.4,22,1,0.6,1,60.1,1.0,1.0,386.4,1.0,190.875,0.0,73754.09999999999,13330.8
36,676.125,15.8,22,1,0.0,1,60.1,1.0,1.0,15.8,1.0,190.875,0.0,3015.8250000000003,7666.950000000001
37,225.375,386.5,23,1,0.6,1,60.1,0.0,-0.0,0.0,1.0,281.175,0.0,0.0,0.0
38,676.125,15.7,23,1,0.0,1,60.1,1.0,1.0,15.7,1.0,281.175,0.0,4414.4475,6200.714999999999
39,225.375,387.1,24,1,0.6,1,60.1,0.0,-0.0,0.0,1.0,281.175,0.0,0.0,0.0
40,676.125,15.1,24,1,0.0,1,60.1,1.0,1.0,15.1,1.0,281.175,0.0,4245.7425,5963.745
41,676.125,-397.0,1,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,151.875,0.0,0.0,0.0
42,676.125,-397.0,2,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,170.625,0.0,0.0,0.0
43,676.125,-397.0,3,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,170.625,0.0,0.0,0.0
44,676.125,-397.0,4,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,190.875,0.0,0.0,0.0
45,676.125,-397.0,5,2,0.6,1,59.4,0.16851385390427934,0.16851385390427934,-66.8999999999989,1.0,676.125,0.0,45232.762499999255,0.0
46,676.125,-397.0,6,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,637.875,0.0,0.0,0.0
47,676.125,-397.0,7,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,583.875,0.0,0.0,0.0
48,676.125,-397.0,8,2,0.6,1,59.4,0.0,-0.0,-0.0,1.0,308.925,0.0,0.0,0.0
49,22.275,-80.0,9,2,0.6,1,59.4,1.0,1.0,-80.0,1.0,225.37500000000003,0.0,18030.000000000004,16248.000000000002
50,676.125,-317.0,9,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,225.37500000000003,0.0,0.0,0.0
51,22.275,-120.0,10,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,225.375,0.0,27045.0,24372.0
52,676.125,-277.0,10,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,225.375,0.0,0.0,0.0
53,22.275,-120.0,11,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,225.375,0.0,27045.0,24372.0
54,676.125,-277.0,11,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,225.375,0.0,0.0,0.0
55,22.275,-120.0,12,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,225.375,0.0,27045.0,24372.0
56,676.125,-277.0,12,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,225.375,0.0,0.0,0.0
57,22.275,-120.0,13,2,0.6,1,59.4,1.0,1.0,-120.0,1.0,281.175,0.0,33741.0,31068.000000000004
58,676.125,-277.0,13,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,281.175,0.0,0.0,0.0
59,22.275,-160.0,14,2,0.6,1,59.4,1.0,1.0,-160.0,1.0,225.375,0.0,36060.0,32496.0
60,676.125,-237.0,14,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,225.375,0.0,0.0,0.0
61,22.275,-330.0,15,2,0.6,1,59.4,1.0,1.0,-330.0,1.0,207.225,0.0,68384.25,61033.49999999999
62,676.125,-67.0,15,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0.0,0.0,0.0
63,22.275,-385.7,16,2,0.6,1,59.4,1.0,1.0,-385.7,1.0,207.225,0.0,79926.6825,71335.215
64,676.125,-11.3,16,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0.0,0.0,0.0
65,22.275,-386.0,17,2,0.6,1,59.4,1.0,1.0,-386.0,1.0,207.225,0.0,79988.84999999999,71390.7
66,676.125,-11.0,17,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,207.225,0.0,0.0,0.0
67,22.275,-385.6,18,2,0.6,1,59.4,1.0,1.0,-385.6,1.0,200.625,0.0,77361.0,68771.76
68,676.125,-11.4,18,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,200.625,0.0,0.0,0.0
69,22.275,-385.7,19,2,0.6,1,59.4,1.0,1.0,-385.7,1.0,190.875,0.0,73620.4875,65029.02
70,676.125,-11.3,19,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,190.875,0.0,0.0,0.0
71,22.275,-385.8,20,2,0.6,1,59.4,1.0,1.0,-385.8,1.0,190.875,0.0,73639.575,65045.88
72,676.125,-11.2,20,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,190.875,0.0,0.0,0.0
73,22.275,-385.4,21,2,0.6,1,59.4,1.0,1.0,-385.4,1.0,190.875,0.0,73563.22499999999,64978.439999999995
74,676.125,-11.6,21,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,190.875,0.0,0.0,0.0
75,22.275,-385.4,22,2,0.6,1,59.4,1.0,1.0,-385.4,1.0,190.875,0.0,73563.22499999999,64978.439999999995
76,676.125,-11.6,22,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,190.875,0.0,0.0,0.0
77,22.275,-385.5,23,2,0.6,1,59.4,1.0,1.0,-385.5,1.0,281.175,0.0,108392.96250000001,99805.95000000001
78,676.125,-11.5,23,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,281.175,0.0,0.0,0.0
79,22.275,-386.1,24,2,0.6,1,59.4,1.0,1.0,-386.1,1.0,281.175,0.0,108561.66750000001,99961.29000000002
80,676.125,-10.9,24,2,0.0,1,59.4,0.0,-0.0,-0.0,1.0,281.175,0.0,0.0,0.0
81,48.075,760.4,1,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,151.875,0.0,0.0,0.0
82,48.075,760.4,2,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,170.625,0.0,0.0,0.0
83,48.075,760.5,3,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,170.625,0.0,0.0,0.0
84,48.075,761.6,4,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,190.875,0.0,0.0,0.0
85,48.075,760.8,5,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,676.125,0.0,0.0,0.0
86,48.075,758.6,6,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,637.875,0.0,0.0,0.0
87,48.075,757.4,7,3,0.6,1,99.5,0.0,-0.0,0.0,1.0,583.875,0.0,0.0,0.0
88,373.125,50.0,8,3,0.6,1,99.5,1.0,1.0,50.0,1.0,308.925,0.0,15446.25,3209.9999999999995
89,373.125,550.0,8,3,0.0,1,99.5,1.0,1.0,550.0,1.0,308.925,0.0,169908.75,35309.99999999999
90,373.125,155.6,8,3,0.0,1,99.5,1.0,1.0,155.6,1.0,308.925,0.0,48068.73,9989.519999999999
91,373.125,300.0,9,3,0.6,1,99.5,1.0,1.0,300.0,1.0,225.37500000000003,0.0,67612.50000000001,44324.99999999999
92,373.125,300.0,9,3,0.0,1,99.5,1.0,1.0,300.0,1.0,225.37500000000003,0.0,67612.50000000001,44324.99999999999
93,373.125,153.0,9,3,0.0,1,99.5,1.0,1.0,153.0,1.0,225.37500000000003,0.0,34482.37500000001,22605.749999999996
94,373.125,600.0,10,3,0.6,1,99.5,1.0,1.0,600.0,1.0,225.375,0.0,135225.0,88650.0
95,373.125,151.8,10,3,0.0,1,99.5,1.0,1.0,151.8,1.0,225.375,0.0,34211.925,22428.45
96,373.125,600.0,11,3,0.6,1,99.5,1.0,1.0,600.0,1.0,225.375,0.0,135225.0,88650.0
97,373.125,150.3,11,3,0.0,1,99.5,1.0,1.0,150.3,1.0,225.375,0.0,33873.8625,22206.825
98,373.125,600.0,12,3,0.6,1,99.5,1.0,1.0,600.0,1.0,225.375,0.0,135225.0,88650.0
99,373.125,149.5,12,3,0.0,1,99.5,1.0,1.0,149.5,1.0,225.375,0.0,33693.5625,22088.625
100,373.125,600.0,13,3,0.6,1,99.5,1.0,1.0,600.0,1.0,281.175,0.0,168705.0,55169.99999999999
101,373.125,148.1,13,3,0.0,1,99.5,1.0,1.0,148.1,1.0,281.175,0.0,41642.0175,13617.794999999998
102,373.125,600.0,14,3,0.6,1,99.5,1.0,1.0,600.0,1.0,225.375,0.0,135225.0,88650.0
103,373.125,145.7,14,3,0.0,1,99.5,1.0,1.0,145.7,1.0,225.375,0.0,32837.1375,21527.175
104,373.125,600.0,15,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,124335.0,99540.0
105,373.125,146.4,15,3,0.0,1,99.5,1.0,1.0,146.4,1.0,207.225,0.0,30337.74,24287.760000000002
106,373.125,600.0,16,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,124335.0,99540.0
107,373.125,148.6,16,3,0.0,1,99.5,1.0,1.0,148.6,1.0,207.225,0.0,30793.635,24652.74
108,373.125,600.0,17,3,0.6,1,99.5,1.0,1.0,600.0,1.0,207.225,0.0,124335.0,99540.0
109,373.125,149.2,17,3,0.0,1,99.5,1.0,1.0,149.2,1.0,207.225,0.0,30917.969999999998,24752.28
110,373.125,600.0,18,3,0.6,1,99.5,1.0,1.0,600.0,1.0,200.625,0.0,120375.0,103500.0
111,373.125,151.3,18,3,0.0,1,99.5,1.0,1.0,151.3,1.0,200.625,0.0,30354.562500000004,26099.250000000004
112,373.125,600.0,19,3,0.6,1,99.5,1.0,1.0,600.0,1.0,190.875,0.0,114525.0,109350.0
113,373.125,154.1,19,3,0.0,1,99.5,1.0,1.0,154.1,1.0,190.875,0.0,29413.837499999998,28084.725
114,373.125,600.0,20,3,0.6,1,99.5,1.0,1.0,600.0,1.0,190.875,0.0,114525.0,109350.0
115,373.125,154.2,20,3,0.0,1,99.5,1.0,1.0,154.2,1.0,190.875,0.0,29432.925,28102.949999999997
116,373.125,600.0,21,3,0.6,1,99.5,1.0,1.0,600.0,1.0,190.875,0.0,114525.0,109350.0
117,373.125,155.4,21,3,0.0,1,99.5,1.0,1.0,155.4,1.0,190.875,0.0,29661.975000000002,28321.65
118,373.125,600.0,22,3,0.6,1,99.5,1.0,1.0,600.0,1.0,190.875,0.0,114525.0,109350.0
119,373.125,156.2,22,3,0.0,1,99.5,1.0,1.0,156.2,1.0,190.875,0.0,29814.675,28467.449999999997
120,373.125,150.0,23,3,0.6,1,99.5,1.0,1.0,150.0,1.0,281.175,0.0,42176.25,13792.499999999998
121,373.125,450.0,23,3,0.0,1,99.5,1.0,1.0,450.0,1.0,281.175,0.0,126528.75,41377.49999999999
122,373.125,157.2,23,3,0.0,1,99.5,1.0,1.0,157.2,1.0,281.175,0.0,44200.71,14454.539999999997
123,373.125,150.0,24,3,0.6,1,99.5,1.0,1.0,150.0,1.0,281.175,0.0,42176.25,13792.499999999998
124,373.125,450.0,24,3,0.0,1,99.5,1.0,1.0,450.0,1.0,281.175,0.0,126528.75,41377.49999999999
125,373.125,158.7,24,3,0.0,1,99.5,1.0,1.0,158.7,1.0,281.175,0.0,44622.472499999996,14592.464999999997
126,676.125,-797.8,1,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,151.875,0.0,0.0,0.0
127,676.125,-797.8,2,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,170.625,0.0,0.0,0.0
128,676.125,-797.8,3,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,170.625,0.0,0.0,0.0
129,676.125,-797.8,4,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,190.875,0.0,0.0,0.0
130,676.125,-797.8,5,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,676.125,0.0,0.0,0.0
131,676.125,-797.8,6,4,0.6,1,94.0,0.0,-0.0,-0.0,1.0,637.875,0.0,0.0,0.0
132,35.025,-40.0,7,4,0.6,1,94.0,1.0,1.0,-40.0,1.0,583.875,0.0,23355.0,21954.0
133,48.075,-757.8,7,4,0.0,1,94.0,1.0,1.0,-757.8,1.0,583.875,0.0,442460.475,406029.23999999993
134,35.025,-60.0,8,4,0.6,1,94.0,1.0,1.0,-60.0,1.0,308.925,0.0,18535.5,16434.000000000004
135,48.075,-737.8,8,4,0.0,1,94.0,1.0,1.0,-737.8,1.0,308.925,0.0,227924.865,192455.13
136,35.025,-100.0,9,4,0.6,1,94.0,1.0,1.0,-100.0,1.0,225.37500000000003,0.0,22537.500000000004,19035.000000000004
137,48.075,-697.8,9,4,0.0,1,94.0,1.0,1.0,-697.8,1.0,225.37500000000003,0.0,157266.67500000002,123719.94
138,35.025,-180.0,10,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,225.375,0.0,40567.5,34263.0
139,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
140,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
141,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
142,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
143,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
144,45.0,-112.0,10,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20202.0
145,46.005,-112.0,10,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20089.440000000002
146,50.625,-112.0,10,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,19572.0
147,52.005,-111.8,10,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,225.375,0.0,25196.925,19382.766
148,35.025,-180.0,11,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,225.375,0.0,40567.5,34263.0
149,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
150,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
151,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
152,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
153,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
154,45.0,-112.0,11,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20202.0
155,46.005,-112.0,11,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20089.440000000002
156,50.625,-112.0,11,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,19572.0
157,52.005,-111.8,11,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,225.375,0.0,25196.925,19382.766
158,35.025,-180.0,12,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,225.375,0.0,40567.5,34263.0
159,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
160,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
161,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
162,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
163,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
164,45.0,-112.0,12,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20202.0
165,46.005,-112.0,12,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20089.440000000002
166,50.625,-112.0,12,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,19572.0
167,52.005,-111.8,12,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,225.375,0.0,25196.925,19382.766
168,35.025,-180.0,13,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,281.175,0.0,50611.5,44307.0
169,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,281.175,0.0,9559.95,8369.1
170,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,281.175,0.0,9559.95,8369.1
171,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,281.175,0.0,9559.95,8369.1
172,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,281.175,0.0,9559.95,8369.1
173,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,281.175,0.0,9559.95,8369.1
174,45.0,-112.0,13,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,281.175,0.0,31491.600000000002,26451.600000000002
175,46.005,-112.0,13,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,281.175,0.0,31491.600000000002,26339.04
176,50.625,-112.0,13,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,281.175,0.0,31491.600000000002,25821.600000000002
177,52.005,-111.8,13,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,281.175,0.0,31435.365,25621.206000000002
178,35.025,-180.0,14,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,225.375,0.0,40567.5,34263.0
179,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
180,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
181,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
182,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
183,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,225.375,0.0,7662.75,6471.9
184,45.0,-112.0,14,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20202.0
185,46.005,-112.0,14,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,20089.440000000002
186,50.625,-112.0,14,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,225.375,0.0,25242.0,19572.0
187,52.005,-111.8,14,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,225.375,0.0,25196.925,19382.766
188,35.025,-180.0,15,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,37300.5,30995.999999999996
189,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
190,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
191,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
192,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
193,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
194,45.0,-112.0,15,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,18169.2
195,46.005,-112.0,15,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,18056.64
196,50.625,-112.0,15,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,17539.2
197,52.005,-111.8,15,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,23167.754999999997,17353.595999999998
198,35.025,-180.0,16,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,37300.5,30995.999999999996
199,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
200,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
201,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
202,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
203,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
204,45.0,-112.0,16,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,18169.2
205,46.005,-112.0,16,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,18056.64
206,50.625,-112.0,16,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,17539.2
207,52.005,-111.8,16,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,23167.754999999997,17353.595999999998
208,35.025,-180.0,17,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,207.225,0.0,37300.5,30995.999999999996
209,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
210,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
211,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
212,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
213,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,207.225,0.0,7045.65,5854.799999999999
214,45.0,-112.0,17,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,18169.2
215,46.005,-112.0,17,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,18056.64
216,50.625,-112.0,17,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,207.225,0.0,23209.2,17539.2
217,52.005,-111.8,17,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,207.225,0.0,23167.754999999997,17353.595999999998
218,35.025,-180.0,18,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,200.625,0.0,36112.5,29808.0
219,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,6821.25,5630.4
220,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,6821.25,5630.4
221,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,6821.25,5630.4
222,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,6821.25,5630.4
223,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,-34.0,1.0,200.625,0.0,6821.25,5630.4
224,45.0,-112.0,18,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,200.625,0.0,22470.0,17430.0
225,46.005,-112.0,18,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,200.625,0.0,22470.0,17317.440000000002
226,50.625,-112.0,18,4,0.0,1,94.0,1.0,1.0,-112.0,1.0,200.625,0.0,22470.0,16800.0
227,52.005,-111.8,18,4,0.0,1,94.0,1.0,1.0,-111.8,1.0,200.625,0.0,22429.875,16615.716
228,35.025,-180.0,19,4,0.6,1,94.0,1.0,1.0,-180.0,1.0,190.875,0.0,34357.5,28053.0
