BidID,Price,Quantity,Period,ParentBidID,AR,Location,FC,x_solution,y_solution,z_solution,pi_star,delta_star
1,676.125,402.2,1,1,0.6,1,60.1,1.0,1.0,1.0,63.825,-60.1
2,676.125,402.2,2,1,0.6,1,60.1,1.0,1.0,1.0,190.875,-60.1
3,676.125,402.2,3,1,0.6,1,60.1,1.0,1.0,1.0,170.625,-60.1
4,676.125,402.2,4,1,0.6,1,60.1,1.0,1.0,1.0,177.975,-60.1
5,676.125,402.2,5,1,0.6,1,60.1,0.9858279462953783,1.0,1.0,676.125,-60.1
6,676.125,402.2,6,1,0.6,1,60.1,1.0,1.0,1.0,637.875,-60.1
7,676.125,402.2,7,1,0.6,1,60.1,1.0,1.0,1.0,637.725,-60.1
8,676.125,402.2,8,1,0.6,1,60.1,1.0,1.0,1.0,308.925,-60.1
9,225.375,80.0,9,1,0.6,1,60.1,-0.0,-0.0,1.0,207.225,-60.1
10,676.125,322.2,9,1,0.0,1,60.1,1.0,1.0,1.0,207.225,-60.1
11,225.375,120.0,10,1,0.6,1,60.1,-0.0,-0.0,1.0,207.225,-60.1
12,676.125,282.2,10,1,0.0,1,60.1,1.0,1.0,1.0,207.225,-60.1
13,225.375,120.0,11,1,0.6,1,60.1,-0.0,-0.0,1.0,207.225,-60.1
14,676.125,282.2,11,1,0.0,1,60.1,1.0,1.0,1.0,207.225,-60.1
15,225.375,120.0,12,1,0.6,1,60.1,-0.0,-0.0,1.0,207.225,-60.1
16,676.125,282.2,12,1,0.0,1,60.1,1.0,1.0,1.0,207.225,-60.1
17,225.375,120.0,13,1,0.6,1,60.1,0.0,-0.0,1.0,299.475,-60.1
18,676.125,282.2,13,1,0.0,1,60.1,1.0,1.0,1.0,299.475,-60.1
19,225.375,135.0,14,1,0.6,1,60.1,-0.0,-0.0,1.0,207.225,-60.1
20,676.125,267.2,14,1,0.0,1,60.1,1.0,1.0,1.0,207.225,-60.1
21,225.375,275.0,15,1,0.6,1,60.1,1.0,1.0,1.0,207.225,-60.1
22,676.125,127.2,15,1,0.0,1,60.1,1.0,1.0,1.0,207.225,-60.1
23,225.375,386.7,16,1,0.6,1,60.1,1.0,1.0,1.0,207.225,-60.1
24,676.125,15.5,16,1,0.0,1,60.1,1.0,1.0,1.0,207.225,-60.1
25,225.375,387.0,17,1,0.6,1,60.1,1.0,1.0,1.0,194.175,-60.1
26,676.125,15.2,17,1,0.0,1,60.1,1.0,1.0,1.0,194.175,-60.1
27,225.375,386.6,18,1,0.6,1,60.1,1.0,1.0,1.0,200.625,-60.1
28,676.125,15.6,18,1,0.0,1,60.1,1.0,1.0,1.0,200.625,-60.1
29,225.375,386.8,19,1,0.6,1,60.1,1.0,1.0,1.0,170.625,-60.1
30,676.125,15.4,19,1,0.0,1,60.1,1.0,1.0,1.0,170.625,-60.1
31,225.375,386.8,20,1,0.6,1,60.1,1.0,1.0,1.0,170.625,-60.1
32,676.125,15.4,20,1,0.0,1,60.1,1.0,1.0,1.0,170.625,-60.1
33,225.375,386.5,21,1,0.6,1,60.1,1.0,1.0,1.0,170.625,-60.1
34,676.125,15.7,21,1,0.0,1,60.1,1.0,1.0,1.0,170.625,-60.1
35,225.375,386.4,22,1,0.6,1,60.1,1.0,1.0,1.0,170.625,-60.1
36,676.125,15.8,22,1,0.0,1,60.1,1.0,1.0,1.0,170.625,-60.1
37,225.375,386.5,23,1,0.6,1,60.1,0.0,-0.0,1.0,299.475,-60.1
38,676.125,15.7,23,1,0.0,1,60.1,1.0,1.0,1.0,299.475,-60.1
39,225.375,387.1,24,1,0.6,1,60.1,0.0,-0.0,1.0,281.175,-60.1
40,676.125,15.1,24,1,0.0,1,60.1,1.0,1.0,1.0,281.175,-60.1
41,676.125,-397.0,1,2,0.6,1,59.4,0.0,-0.0,1.0,63.825,-59.4
42,676.125,-397.0,2,2,0.6,1,59.4,0.0,-0.0,1.0,190.875,-59.4
43,676.125,-397.0,3,2,0.6,1,59.4,0.0,-0.0,1.0,170.625,-59.4
44,676.125,-397.0,4,2,0.6,1,59.4,0.0,-0.0,1.0,177.975,-59.4
45,676.125,-397.0,5,2,0.6,1,59.4,0.0,-0.0,1.0,676.125,-59.4
46,676.125,-397.0,6,2,0.6,1,59.4,0.0,-0.0,1.0,637.875,-59.4
47,676.125,-397.0,7,2,0.6,1,59.4,0.0,-0.0,1.0,637.725,-59.4
48,676.125,-397.0,8,2,0.6,1,59.4,0.0,-0.0,1.0,308.925,-59.4
49,22.275,-80.0,9,2,0.6,1,59.4,1.0,1.0,1.0,207.225,-59.4
50,676.125,-317.0,9,2,0.0,1,59.4,0.0,-0.0,1.0,207.225,-59.4
51,22.275,-120.0,10,2,0.6,1,59.4,1.0,1.0,1.0,207.225,-59.4
52,676.125,-277.0,10,2,0.0,1,59.4,0.0,-0.0,1.0,207.225,-59.4
53,22.275,-120.0,11,2,0.6,1,59.4,1.0,1.0,1.0,207.225,-59.4
54,676.125,-277.0,11,2,0.0,1,59.4,0.0,-0.0,1.0,207.225,-59.4
55,22.275,-120.0,12,2,0.6,1,59.4,1.0,1.0,1.0,207.225,-59.4
56,676.125,-277.0,12,2,0.0,1,59.4,0.0,-0.0,1.0,207.225,-59.4
57,22.275,-120.0,13,2,0.6,1,59.4,1.0,1.0,1.0,299.475,-59.4
58,676.125,-277.0,13,2,0.0,1,59.4,0.0,-0.0,1.0,299.475,-59.4
59,22.275,-160.0,14,2,0.6,1,59.4,1.0,1.0,1.0,207.225,-59.4
60,676.125,-237.0,14,2,0.0,1,59.4,0.0,-0.0,1.0,207.225,-59.4
61,22.275,-330.0,15,2,0.6,1,59.4,1.0,1.0,1.0,207.225,-59.4
62,676.125,-67.0,15,2,0.0,1,59.4,0.0,-0.0,1.0,207.225,-59.4
63,22.275,-385.7,16,2,0.6,1,59.4,1.0,1.0,1.0,207.225,-59.4
64,676.125,-11.3,16,2,0.0,1,59.4,0.0,-0.0,1.0,207.225,-59.4
65,22.275,-386.0,17,2,0.6,1,59.4,1.0,1.0,1.0,194.175,-59.4
66,676.125,-11.0,17,2,0.0,1,59.4,0.0,-0.0,1.0,194.175,-59.4
67,22.275,-385.6,18,2,0.6,1,59.4,1.0,1.0,1.0,200.625,-59.4
68,676.125,-11.4,18,2,0.0,1,59.4,0.0,-0.0,1.0,200.625,-59.4
69,22.275,-385.7,19,2,0.6,1,59.4,1.0,1.0,1.0,170.625,-59.4
70,676.125,-11.3,19,2,0.0,1,59.4,0.0,-0.0,1.0,170.625,-59.4
71,22.275,-385.8,20,2,0.6,1,59.4,1.0,1.0,1.0,170.625,-59.4
72,676.125,-11.2,20,2,0.0,1,59.4,0.0,-0.0,1.0,170.625,-59.4
73,22.275,-385.4,21,2,0.6,1,59.4,1.0,1.0,1.0,170.625,-59.4
74,676.125,-11.6,21,2,0.0,1,59.4,0.0,-0.0,1.0,170.625,-59.4
75,22.275,-385.4,22,2,0.6,1,59.4,1.0,1.0,1.0,170.625,-59.4
76,676.125,-11.6,22,2,0.0,1,59.4,0.0,-0.0,1.0,170.625,-59.4
77,22.275,-385.5,23,2,0.6,1,59.4,1.0,1.0,1.0,299.475,-59.4
78,676.125,-11.5,23,2,0.0,1,59.4,0.0,-0.0,1.0,299.475,-59.4
79,22.275,-386.1,24,2,0.6,1,59.4,1.0,1.0,1.0,281.175,-59.4
80,676.125,-10.9,24,2,0.0,1,59.4,0.0,-0.0,1.0,281.175,-59.4
81,48.075,760.4,1,3,0.6,1,99.5,0.0,-0.0,1.0,63.825,-99.5
82,48.075,760.4,2,3,0.6,1,99.5,0.0,-0.0,1.0,190.875,-99.5
83,48.075,760.5,3,3,0.6,1,99.5,0.0,-0.0,1.0,170.625,-99.5
84,48.075,761.6,4,3,0.6,1,99.5,0.0,-0.0,1.0,177.975,-99.5
85,48.075,760.8,5,3,0.6,1,99.5,0.0,-0.0,1.0,676.125,-99.5
86,48.075,758.6,6,3,0.6,1,99.5,0.0,-0.0,1.0,637.875,-99.5
87,48.075,757.4,7,3,0.6,1,99.5,0.0,-0.0,1.0,637.725,-99.5
88,373.125,50.0,8,3,0.6,1,99.5,1.0,1.0,1.0,308.925,-99.5
89,373.125,550.0,8,3,0.0,1,99.5,1.0,1.0,1.0,308.925,-99.5
90,373.125,155.6,8,3,0.0,1,99.5,1.0,1.0,1.0,308.925,-99.5
91,373.125,300.0,9,3,0.6,1,99.5,1.0,1.0,1.0,207.225,-99.5
92,373.125,300.0,9,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
93,373.125,153.0,9,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
94,373.125,600.0,10,3,0.6,1,99.5,1.0,1.0,1.0,207.225,-99.5
95,373.125,151.8,10,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
96,373.125,600.0,11,3,0.6,1,99.5,1.0,1.0,1.0,207.225,-99.5
97,373.125,150.3,11,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
98,373.125,600.0,12,3,0.6,1,99.5,1.0,1.0,1.0,207.225,-99.5
99,373.125,149.5,12,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
100,373.125,600.0,13,3,0.6,1,99.5,1.0,1.0,1.0,299.475,-99.5
101,373.125,148.1,13,3,0.0,1,99.5,1.0,1.0,1.0,299.475,-99.5
102,373.125,600.0,14,3,0.6,1,99.5,1.0,1.0,1.0,207.225,-99.5
103,373.125,145.7,14,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
104,373.125,600.0,15,3,0.6,1,99.5,1.0,1.0,1.0,207.225,-99.5
105,373.125,146.4,15,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
106,373.125,600.0,16,3,0.6,1,99.5,1.0,1.0,1.0,207.225,-99.5
107,373.125,148.6,16,3,0.0,1,99.5,1.0,1.0,1.0,207.225,-99.5
108,373.125,600.0,17,3,0.6,1,99.5,1.0,1.0,1.0,194.175,-99.5
109,373.125,149.2,17,3,0.0,1,99.5,1.0,1.0,1.0,194.175,-99.5
110,373.125,600.0,18,3,0.6,1,99.5,1.0,1.0,1.0,200.625,-99.5
111,373.125,151.3,18,3,0.0,1,99.5,1.0,1.0,1.0,200.625,-99.5
112,373.125,600.0,19,3,0.6,1,99.5,1.0,1.0,1.0,170.625,-99.5
113,373.125,154.1,19,3,0.0,1,99.5,1.0,1.0,1.0,170.625,-99.5
114,373.125,600.0,20,3,0.6,1,99.5,1.0,1.0,1.0,170.625,-99.5
115,373.125,154.2,20,3,0.0,1,99.5,1.0,1.0,1.0,170.625,-99.5
116,373.125,600.0,21,3,0.6,1,99.5,1.0,1.0,1.0,170.625,-99.5
117,373.125,155.4,21,3,0.0,1,99.5,1.0,1.0,1.0,170.625,-99.5
118,373.125,600.0,22,3,0.6,1,99.5,1.0,1.0,1.0,170.625,-99.5
119,373.125,156.2,22,3,0.0,1,99.5,1.0,1.0,1.0,170.625,-99.5
120,373.125,150.0,23,3,0.6,1,99.5,1.0,1.0,1.0,299.475,-99.5
121,373.125,450.0,23,3,0.0,1,99.5,1.0,1.0,1.0,299.475,-99.5
122,373.125,157.2,23,3,0.0,1,99.5,1.0,1.0,1.0,299.475,-99.5
123,373.125,150.0,24,3,0.6,1,99.5,1.0,1.0,1.0,281.175,-99.5
124,373.125,450.0,24,3,0.0,1,99.5,1.0,1.0,1.0,281.175,-99.5
125,373.125,158.7,24,3,0.0,1,99.5,1.0,1.0,1.0,281.175,-99.5
126,676.125,-797.8,1,4,0.6,1,94.0,0.0,-0.0,1.0,63.825,-94.0
127,676.125,-797.8,2,4,0.6,1,94.0,0.0,-0.0,1.0,190.875,-94.0
128,676.125,-797.8,3,4,0.6,1,94.0,0.0,-0.0,1.0,170.625,-94.0
129,676.125,-797.8,4,4,0.6,1,94.0,0.0,-0.0,1.0,177.975,-94.0
130,676.125,-797.8,5,4,0.6,1,94.0,0.0,-0.0,1.0,676.125,-94.0
131,676.125,-797.8,6,4,0.6,1,94.0,0.0,-0.0,1.0,637.875,-94.0
132,35.025,-40.0,7,4,0.6,1,94.0,1.0,1.0,1.0,637.725,-94.0
133,48.075,-757.8,7,4,0.0,1,94.0,1.0,1.0,1.0,637.725,-94.0
134,35.025,-60.0,8,4,0.6,1,94.0,1.0,1.0,1.0,308.925,-94.0
135,48.075,-737.8,8,4,0.0,1,94.0,1.0,1.0,1.0,308.925,-94.0
136,35.025,-100.0,9,4,0.6,1,94.0,1.0,1.0,1.0,207.225,-94.0
137,48.075,-697.8,9,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
138,35.025,-180.0,10,4,0.6,1,94.0,1.0,1.0,1.0,207.225,-94.0
139,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
140,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
141,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
142,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
143,35.025,-34.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
144,45.0,-112.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
145,46.005,-112.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
146,50.625,-112.0,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
147,52.005,-111.8,10,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
148,35.025,-180.0,11,4,0.6,1,94.0,1.0,1.0,1.0,207.225,-94.0
149,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
150,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
151,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
152,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
153,35.025,-34.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
154,45.0,-112.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
155,46.005,-112.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
156,50.625,-112.0,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
157,52.005,-111.8,11,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
158,35.025,-180.0,12,4,0.6,1,94.0,1.0,1.0,1.0,207.225,-94.0
159,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
160,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
161,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
162,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
163,35.025,-34.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
164,45.0,-112.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
165,46.005,-112.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
166,50.625,-112.0,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
167,52.005,-111.8,12,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
168,35.025,-180.0,13,4,0.6,1,94.0,1.0,1.0,1.0,299.475,-94.0
169,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
170,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
171,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
172,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
173,35.025,-34.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
174,45.0,-112.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
175,46.005,-112.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
176,50.625,-112.0,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
177,52.005,-111.8,13,4,0.0,1,94.0,1.0,1.0,1.0,299.475,-94.0
178,35.025,-180.0,14,4,0.6,1,94.0,1.0,1.0,1.0,207.225,-94.0
179,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
180,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
181,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
182,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
183,35.025,-34.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
184,45.0,-112.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
185,46.005,-112.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
186,50.625,-112.0,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
187,52.005,-111.8,14,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
188,35.025,-180.0,15,4,0.6,1,94.0,1.0,1.0,1.0,207.225,-94.0
189,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
190,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
191,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
192,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
193,35.025,-34.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
194,45.0,-112.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
195,46.005,-112.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
196,50.625,-112.0,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
197,52.005,-111.8,15,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
198,35.025,-180.0,16,4,0.6,1,94.0,1.0,1.0,1.0,207.225,-94.0
199,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
200,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
201,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
202,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
203,35.025,-34.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
204,45.0,-112.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
205,46.005,-112.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
206,50.625,-112.0,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
207,52.005,-111.8,16,4,0.0,1,94.0,1.0,1.0,1.0,207.225,-94.0
208,35.025,-180.0,17,4,0.6,1,94.0,1.0,1.0,1.0,194.175,-94.0
209,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
210,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
211,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
212,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
213,35.025,-34.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
214,45.0,-112.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
215,46.005,-112.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
216,50.625,-112.0,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
217,52.005,-111.8,17,4,0.0,1,94.0,1.0,1.0,1.0,194.175,-94.0
218,35.025,-180.0,18,4,0.6,1,94.0,1.0,1.0,1.0,200.625,-94.0
219,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
220,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
221,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
222,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
223,35.025,-34.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
224,45.0,-112.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
225,46.005,-112.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
226,50.625,-112.0,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
227,52.005,-111.8,18,4,0.0,1,94.0,1.0,1.0,1.0,200.625,-94.0
228,35.025,-180.0,19,4,0.6,1,94.0,1.0,1.0,1.0,170.625,-94.0
229,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
230,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
231,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
232,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
233,35.025,-34.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
234,45.0,-112.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
235,46.005,-112.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
236,50.625,-112.0,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
237,52.005,-111.8,19,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
238,35.025,-180.0,20,4,0.6,1,94.0,1.0,1.0,1.0,170.625,-94.0
239,35.025,-34.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
240,35.025,-34.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
241,35.025,-34.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
242,35.025,-34.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
243,35.025,-34.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
244,45.0,-112.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
245,46.005,-112.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
246,50.625,-112.0,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
247,52.005,-111.8,20,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
248,35.025,-180.0,21,4,0.6,1,94.0,1.0,1.0,1.0,170.625,-94.0
249,35.025,-34.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
250,35.025,-34.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
251,35.025,-34.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
252,35.025,-34.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
253,35.025,-34.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
254,45.0,-112.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
255,46.005,-112.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
256,50.625,-112.0,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
257,52.005,-111.8,21,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
258,35.025,-180.0,22,4,0.6,1,94.0,1.0,1.0,1.0,170.625,-94.0
259,35.025,-34.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
260,35.025,-34.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
261,35.025,-34.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
262,35.025,-34.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
263,35.025,-34.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
264,45.0,-112.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
265,46.005,-112.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
266,50.625,-112.0,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
267,52.005,-111.8,22,4,0.0,1,94.0,1.0,1.0,1.0,170.625,-94.0
268,35.025,-30.0,23,4,0.6,1,94.0,1.0,1.0,1.0,299.475,-94.0
269,676.125,-767.8,23,4,0.0,1,94.0,0.0,-0.0,1.0,299.475,-94.0
270,676.125,-797.8,24,4,0.6,1,94.0,0.0,-0.0,1.0,281.175,-94.0
271,676.125,408.6,1,5,0.6,1,97.0,1.0,1.0,1.0,63.825,-97.0
272,676.125,408.6,2,5,0.6,1,97.0,1.0,1.0,1.0,190.875,-97.0
273,676.125,408.6,3,5,0.6,1,97.0,1.0,1.0,1.0,170.625,-97.0
274,676.125,408.6,4,5,0.6,1,97.0,1.0,1.0,1.0,177.975,-97.0
275,676.125,408.6,5,5,0.6,1,97.0,1.0,1.0,1.0,676.125,-97.0
276,676.125,408.6,6,5,0.6,1,97.0,1.0,1.0,1.0,637.875,-97.0
277,36.375,40.0,7,5,0.6,1,97.0,0.0,-0.0,1.0,637.725,-97.0
278,676.125,368.6,7,5,0.0,1,97.0,1.0,1.0,1.0,637.725,-97.0
279,36.375,100.0,8,5,0.6,1,97.0,0.0,-0.0,1.0,308.925,-97.0
280,676.125,308.6,8,5,0.0,1,97.0,1.0,1.0,1.0,308.925,-97.0
281,36.375,165.0,9,5,0.6,1,97.0,0.0,-0.0,1.0,207.225,-97.0
282,676.125,243.6,9,5,0.0,1,97.0,1.0,1.0,1.0,207.225,-97.0
283,36.375,180.0,10,5,0.6,1,97.0,0.0,-0.0,1.0,207.225,-97.0
284,36.375,45.7,10,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
285,36.375,45.7,10,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
286,36.375,45.7,10,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
287,36.375,45.7,10,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
288,36.375,45.8,10,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
289,36.375,180.0,11,5,0.6,1,97.0,0.0,-0.0,1.0,207.225,-97.0
290,36.375,45.7,11,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
291,36.375,45.7,11,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
292,36.375,45.7,11,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
293,36.375,45.7,11,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
294,36.375,45.8,11,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
295,36.375,180.0,12,5,0.6,1,97.0,0.0,-0.0,1.0,207.225,-97.0
296,36.375,45.7,12,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
297,36.375,45.7,12,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
298,36.375,45.7,12,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
299,36.375,45.7,12,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
300,36.375,45.8,12,5,0.0,1,97.0,0.0,-0.0,1.0,207.225,-97.0
301,36.375,180.0,13,5,0.6,1,97.0,0.0,-0.0,1.0,299.475,-97.0
302,36.375,45.7,13,5,0.0,1,97.0,0.0,-0.0,1.0,299.475,-97.0
303,36.375,45.7,13,5,0.0,1,97.0,0.0,-0.0,1.0,299.475,-97.0
