BidID,Price,Quantity,Period,ParentBidID,AR,Location,FC,x_solution,y_solution,z_solution,pi_star,delta_star
3670,43.125,-23.5,15,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3671,43.125,-23.5,15,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3672,43.125,-23.5,15,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3673,43.125,-23.5,15,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3674,43.125,-23.5,15,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3675,43.125,-23.5,15,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3676,676.125,-24.5,15,37,0.0,1,115.0,0.0,-0.0,1.0,207.225,-115.0
3677,43.125,-165.0,16,37,0.6,1,115.0,1.0,1.0,1.0,207.225,-115.0
3678,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3679,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3680,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3681,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3682,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3683,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3684,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3685,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3686,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3687,43.125,-23.5,16,37,0.0,1,115.0,1.0,1.0,1.0,207.225,-115.0
3688,676.125,-24.5,16,37,0.0,1,115.0,0.0,-0.0,1.0,207.225,-115.0
3689,43.125,-165.0,17,37,0.6,1,115.0,1.0,1.0,1.0,194.175,-115.0
3690,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3691,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3692,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3693,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3694,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3695,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3696,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3697,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3698,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3699,43.125,-23.5,17,37,0.0,1,115.0,1.0,1.0,1.0,194.175,-115.0
3700,676.125,-24.5,17,37,0.0,1,115.0,0.0,-0.0,1.0,194.175,-115.0
3701,43.125,-165.0,18,37,0.6,1,115.0,1.0,1.0,1.0,200.625,-115.0
3702,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3703,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3704,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3705,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3706,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3707,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3708,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3709,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3710,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3711,43.125,-23.5,18,37,0.0,1,115.0,1.0,1.0,1.0,200.625,-115.0
3712,676.125,-24.5,18,37,0.0,1,115.0,0.0,-0.0,1.0,200.625,-115.0
3713,43.125,-165.0,19,37,0.6,1,115.0,1.0,1.0,1.0,170.625,-115.0
3714,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3715,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3716,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3717,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3718,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3719,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3720,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3721,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3722,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3723,43.125,-23.5,19,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3724,676.125,-24.5,19,37,0.0,1,115.0,0.0,-0.0,1.0,170.625,-115.0
3725,43.125,-165.0,20,37,0.6,1,115.0,1.0,1.0,1.0,170.625,-115.0
3726,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3727,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3728,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3729,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3730,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3731,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3732,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3733,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3734,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3735,43.125,-23.5,20,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3736,676.125,-24.5,20,37,0.0,1,115.0,0.0,-0.0,1.0,170.625,-115.0
3737,43.125,-165.0,21,37,0.6,1,115.0,1.0,1.0,1.0,170.625,-115.0
3738,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3739,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3740,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3741,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3742,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3743,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3744,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3745,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3746,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3747,43.125,-23.5,21,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3748,676.125,-24.5,21,37,0.0,1,115.0,0.0,-0.0,1.0,170.625,-115.0
3749,43.125,-165.0,22,37,0.6,1,115.0,1.0,1.0,1.0,170.625,-115.0
3750,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3751,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3752,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3753,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3754,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3755,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3756,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3757,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3758,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3759,43.125,-23.5,22,37,0.0,1,115.0,1.0,1.0,1.0,170.625,-115.0
3760,676.125,-24.5,22,37,0.0,1,115.0,0.0,-0.0,1.0,170.625,-115.0
3761,43.125,-165.0,23,37,0.6,1,115.0,1.0,1.0,1.0,299.475,-115.0
3762,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3763,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3764,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3765,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3766,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3767,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3768,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3769,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3770,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3771,43.125,-23.5,23,37,0.0,1,115.0,1.0,1.0,1.0,299.475,-115.0
3772,676.125,-24.5,23,37,0.0,1,115.0,0.0,-0.0,1.0,299.475,-115.0
3773,43.125,-165.0,24,37,0.6,1,115.0,1.0,1.0,1.0,281.175,-115.0
3774,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3775,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3776,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3777,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3778,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3779,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3780,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3781,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3782,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3783,43.125,-23.5,24,37,0.0,1,115.0,1.0,1.0,1.0,281.175,-115.0
3784,676.125,-24.5,24,37,0.0,1,115.0,0.0,-0.0,1.0,281.175,-115.0
3785,2200.875,160.0,1,38,0.6,1,58.69,1.0,1.0,1.0,63.825,-58.69
3786,676.125,264.6,1,38,0.0,1,58.69,1.0,1.0,1.0,63.825,-58.69
3787,2200.875,155.0,2,38,0.6,1,58.69,1.0,1.0,1.0,190.875,-58.69
3788,676.125,269.6,2,38,0.0,1,58.69,1.0,1.0,1.0,190.875,-58.69
3789,2200.875,150.0,3,38,0.6,1,58.69,1.0,1.0,1.0,170.625,-58.69
3790,676.125,274.6,3,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3791,676.125,424.6,4,38,0.6,1,58.69,1.0,1.0,1.0,177.975,-58.69
3792,676.125,424.6,5,38,0.6,1,58.69,1.0,1.0,1.0,676.125,-58.69
3793,676.125,424.6,6,38,0.6,1,58.69,1.0,1.0,1.0,637.875,-58.69
3794,2200.875,60.0,7,38,0.6,1,58.69,1.0,1.0,1.0,637.725,-58.69
3795,676.125,364.6,7,38,0.0,1,58.69,1.0,1.0,1.0,637.725,-58.69
3796,2200.875,165.0,8,38,0.6,1,58.69,1.0,1.0,1.0,308.925,-58.69
3797,2200.875,23.5,8,38,0.0,1,58.69,1.0,1.0,1.0,308.925,-58.69
3798,2200.875,11.5,8,38,0.0,1,58.69,1.0,1.0,1.0,308.925,-58.69
3799,676.125,224.6,8,38,0.0,1,58.69,1.0,1.0,1.0,308.925,-58.69
3800,2200.875,165.0,9,38,0.6,1,58.69,1.0,1.0,1.0,207.225,-58.69
3801,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3802,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3803,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3804,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3805,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3806,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3807,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3808,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3809,2200.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3810,2254.875,23.5,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3811,676.125,24.6,9,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3812,2200.875,165.0,10,38,0.6,1,58.69,1.0,1.0,1.0,207.225,-58.69
3813,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3814,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3815,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3816,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3817,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3818,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3819,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3820,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3821,2200.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3822,2254.875,23.5,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3823,676.125,24.6,10,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3824,2200.875,165.0,11,38,0.6,1,58.69,1.0,1.0,1.0,207.225,-58.69
3825,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3826,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3827,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3828,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3829,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3830,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3831,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3832,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3833,2200.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3834,2254.875,23.5,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3835,676.125,24.6,11,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3836,2200.875,165.0,12,38,0.6,1,58.69,1.0,1.0,1.0,207.225,-58.69
3837,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3838,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3839,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3840,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3841,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3842,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3843,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3844,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3845,2200.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3846,2254.875,23.5,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3847,676.125,24.6,12,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3848,2200.875,165.0,13,38,0.6,1,58.69,1.0,1.0,1.0,299.475,-58.69
3849,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3850,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3851,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3852,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3853,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3854,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3855,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3856,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3857,2200.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3858,2254.875,23.5,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3859,676.125,24.6,13,38,0.0,1,58.69,1.0,1.0,1.0,299.475,-58.69
3860,2200.875,165.0,14,38,0.6,1,58.69,1.0,1.0,1.0,207.225,-58.69
3861,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3862,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3863,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3864,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3865,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3866,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3867,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3868,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3869,2200.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3870,2254.875,23.5,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3871,676.125,24.6,14,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3872,2200.875,165.0,15,38,0.6,1,58.69,1.0,1.0,1.0,207.225,-58.69
3873,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3874,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3875,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3876,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3877,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3878,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3879,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3880,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3881,2200.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3882,2254.875,23.5,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3883,676.125,24.6,15,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3884,2200.875,165.0,16,38,0.6,1,58.69,1.0,1.0,1.0,207.225,-58.69
3885,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3886,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3887,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3888,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3889,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3890,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3891,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3892,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3893,2200.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3894,2254.875,23.5,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3895,676.125,24.6,16,38,0.0,1,58.69,1.0,1.0,1.0,207.225,-58.69
3896,2200.875,165.0,17,38,0.6,1,58.69,1.0,1.0,1.0,194.175,-58.69
3897,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3898,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3899,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3900,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3901,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3902,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3903,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3904,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3905,2200.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3906,2254.875,23.5,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3907,676.125,24.6,17,38,0.0,1,58.69,1.0,1.0,1.0,194.175,-58.69
3908,2200.875,165.0,18,38,0.6,1,58.69,1.0,1.0,1.0,200.625,-58.69
3909,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3910,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3911,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3912,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3913,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3914,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3915,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3916,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3917,2200.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3918,2254.875,23.5,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3919,676.125,24.6,18,38,0.0,1,58.69,1.0,1.0,1.0,200.625,-58.69
3920,2200.875,165.0,19,38,0.6,1,58.69,1.0,1.0,1.0,170.625,-58.69
3921,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3922,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3923,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3924,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3925,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3926,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3927,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3928,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3929,2200.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3930,2254.875,23.5,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3931,676.125,24.6,19,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3932,2200.875,165.0,20,38,0.6,1,58.69,1.0,1.0,1.0,170.625,-58.69
3933,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3934,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3935,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3936,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3937,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3938,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3939,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3940,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3941,2200.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3942,2254.875,23.5,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3943,676.125,24.6,20,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3944,2200.875,165.0,21,38,0.6,1,58.69,1.0,1.0,1.0,170.625,-58.69
3945,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3946,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3947,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3948,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3949,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3950,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3951,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3952,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3953,2200.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3954,2254.875,23.5,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3955,676.125,24.6,21,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3956,2200.875,165.0,22,38,0.6,1,58.69,1.0,1.0,1.0,170.625,-58.69
3957,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3958,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3959,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3960,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3961,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3962,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3963,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3964,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
3965,2200.875,23.5,22,38,0.0,1,58.69,1.0,1.0,1.0,170.625,-58.69
